,amount_invoices_last_3_months,no_credit_bounces_last_3_months,overdue_10_to_30_days,value_of_loans_opened_last_12_months_2,amt_bl_paid_off_6,overdue_90_days,last_account_opened_months_13,overdue_gt_10_days,amount_credit_ever_used,invoice_blocks_total_invoice_amount,limits_under_clearing,number_of_active_accounts_53,output_predicted
0,144393.55,0,0,0,0,0,116,0,354144.3,0,0.0,0,1
